user_id,churn_probability,uplift_score,segment,clv_proxy,scored_at,clv_threshold,is_vip,recommended_action,action_cost,expected_clv_saved,roi,targeted
CUST_00019,0.5571,-0.0728,Sure_Thing,1778.22,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.0,0.0,False
CUST_00020,0.6759,0.3305,Persuadable,19.82,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,4.43,0.44,False
CUST_00021,0.1131,0.11,Sure_Thing,186.69,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,2.32,0.0,False
CUST_00022,0.5184,0.1384,Sure_Thing,10.07,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.72,0.0,False
CUST_00023,0.1146,0.038,Sure_Thing,3445.69,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,15.01,0.0,False
CUST_00024,0.2642,-0.0169,Sure_Thing,2910.89,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.0,0.0,False
CUST_00025,0.2829,0.0203,Sure_Thing,1481.23,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,8.51,0.0,False
CUST_00026,0.6097,0.0239,Lost_Cause,4650.21,2026-04-02T00:56:15.490722,3527.9975,True,Escalate CS,30,67.76,2.26,False
CUST_00027,0.606,0.2668,Persuadable,15.1,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,2.44,0.24,False
CUST_00028,0.1146,-0.0164,Sure_Thing,6282.2,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,0.0,0.0,False
CUST_00029,0.4452,0.5438,Sure_Thing,1032.37,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,249.94,0.0,False
CUST_00030,0.1177,0.1193,Sure_Thing,6672.96,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,93.7,0.0,False
CUST_00031,0.7188,0.5714,Persuadable,121.1,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,49.74,4.97,False
CUST_00032,0.1547,-0.0188,Sure_Thing,1807.51,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.0,0.0,False
CUST_00033,0.527,0.3726,Persuadable,10.1,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,1.98,0.2,False
CUST_00034,0.6429,-0.0045,Lost_Cause,22.62,2026-04-02T00:56:15.490722,3527.9975,False,Escalate CS,30,0.0,0.0,False
CUST_00035,0.1196,0.3482,Sure_Thing,7152.36,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,297.86,0.0,False
CUST_00036,0.6658,0.6116,Persuadable,264.08,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,107.53,10.75,False
CUST_00037,0.4473,-0.4406,Sleeping_Dog,3472.8,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00038,0.5966,0.1296,Sure_Thing,3447.84,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,266.58,0.0,False
CUST_00039,0.7064,0.1169,Lost_Cause,1013.28,2026-04-02T00:56:15.490722,3527.9975,False,Escalate CS,30,83.67,2.79,False
CUST_00040,0.1939,-0.2811,Sleeping_Dog,432.45,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00041,0.1136,-0.0433,Sure_Thing,4803.73,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,0.0,0.0,False
CUST_00042,0.1532,-0.0863,Sure_Thing,395.01,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.0,0.0,False
CUST_00043,0.1146,0.1677,Sure_Thing,4785.49,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,91.97,0.0,False
CUST_00044,0.3126,0.8029,Sure_Thing,911.35,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,228.74,0.0,False
CUST_00045,0.5782,-0.2798,Sleeping_Dog,3828.57,2026-04-02T00:56:15.490722,3527.9975,True,SUPPRESS,0,0.0,0.0,False
CUST_00046,0.5869,-0.4448,Sleeping_Dog,64.67,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00047,0.7051,0.2122,Lost_Cause,96.1,2026-04-02T00:56:15.490722,3527.9975,False,Escalate CS,30,14.38,0.48,False
CUST_00048,0.1095,-0.0447,Sure_Thing,4138.22,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,0.0,0.0,False
CUST_00049,0.1136,0.2605,Sure_Thing,4193.33,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,124.09,0.0,False
CUST_00050,0.5815,0.1487,Sure_Thing,3751.51,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,324.39,0.0,False
CUST_00051,0.6395,0.6981,Persuadable,1337.25,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,597.0,59.7,True
CUST_00052,0.1791,0.4335,Sure_Thing,1685.24,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,130.84,0.0,False
CUST_00053,0.6954,0.2683,Persuadable,562.93,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,105.03,10.5,False
CUST_00054,0.171,0.1839,Sure_Thing,4383.3,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,137.84,0.0,False
CUST_00055,0.6597,-0.0749,Lost_Cause,1660.31,2026-04-02T00:56:15.490722,3527.9975,False,Escalate CS,30,0.0,0.0,False
CUST_00056,0.3424,0.5213,Sure_Thing,6212.59,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,1108.9,0.0,False
CUST_00057,0.3399,0.5011,Sure_Thing,6970.73,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,1187.28,0.0,False
CUST_00058,0.1102,-0.1943,Sleeping_Dog,868.75,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00059,0.1146,0.426,Sure_Thing,7746.12,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,378.16,0.0,False
CUST_00060,0.6395,0.0713,Lost_Cause,4609.04,2026-04-02T00:56:15.490722,3527.9975,True,Escalate CS,30,210.16,7.01,False
CUST_00061,0.3919,0.4255,Sure_Thing,5361.34,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,894.02,0.0,False
CUST_00062,0.1187,-0.0485,Sure_Thing,2921.42,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.0,0.0,False
CUST_00063,0.2298,-0.1174,Sleeping_Dog,906.73,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00064,0.6776,0.2506,Persuadable,771.52,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,131.01,13.1,False
CUST_00065,0.5247,0.5808,Persuadable,183.08,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,55.79,5.58,False
CUST_00066,0.2089,-0.292,Sleeping_Dog,3574.3,2026-04-02T00:56:15.490722,3527.9975,True,SUPPRESS,0,0.0,0.0,False
CUST_00067,0.1172,0.1498,Sure_Thing,2419.16,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,42.47,0.0,False
CUST_00068,0.1058,-0.1109,Sleeping_Dog,912.65,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00069,0.6518,0.0569,Lost_Cause,806.68,2026-04-02T00:56:15.490722,3527.9975,False,Escalate CS,30,29.92,1.0,False
CUST_00070,0.5668,-0.3003,Sleeping_Dog,24.52,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00071,0.1378,-0.2167,Sleeping_Dog,1070.07,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00072,0.2612,0.6603,Sure_Thing,6989.78,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,1205.53,0.0,False
CUST_00073,0.1058,-0.1558,Sleeping_Dog,1401.99,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00074,0.4167,0.5956,Sure_Thing,133.05,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,33.02,0.0,False
CUST_00075,0.4879,0.6005,Sure_Thing,6031.79,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,1767.22,0.0,False
CUST_00076,0.2191,-0.1356,Sleeping_Dog,2631.64,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00077,0.3573,-0.191,Sleeping_Dog,428.67,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00078,0.3269,0.1035,Sure_Thing,2043.19,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,69.13,0.0,False
CUST_00079,0.1369,-0.6153,Sleeping_Dog,1190.15,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00080,0.73,0.4833,Persuadable,39.67,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,14.0,1.4,False
CUST_00081,0.4478,-0.2563,Sleeping_Dog,518.24,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00082,0.6551,0.4693,Persuadable,434.79,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,133.67,13.37,False
CUST_00083,0.4499,0.3152,Sure_Thing,4226.86,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,599.4,0.0,False
CUST_00084,0.1058,-0.4326,Sleeping_Dog,953.88,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00085,0.7064,0.2608,Persuadable,826.88,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,152.34,15.23,False
CUST_00086,0.1844,-0.6571,Sleeping_Dog,2153.91,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00087,0.1058,-0.1758,Sleeping_Dog,1035.43,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00088,0.1058,-0.1105,Sleeping_Dog,907.37,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00089,0.4354,-0.3251,Sleeping_Dog,975.61,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00090,0.4351,-0.1907,Sleeping_Dog,2487.29,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00091,0.7234,0.5779,Persuadable,37.35,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,15.61,1.56,False
CUST_00092,0.1146,0.0079,Sure_Thing,5628.96,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,5.1,0.0,False
CUST_00093,0.3241,0.6979,Sure_Thing,6999.32,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,1583.17,0.0,False
CUST_00094,0.1313,0.4757,Sure_Thing,7356.87,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,459.51,0.0,False
CUST_00095,0.6245,0.3377,Persuadable,856.02,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,180.53,18.05,False
CUST_00096,0.1337,-0.2093,Sleeping_Dog,4682.75,2026-04-02T00:56:15.490722,3527.9975,True,SUPPRESS,0,0.0,0.0,False
CUST_00097,0.2514,-0.1035,Sleeping_Dog,94.88,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00098,0.1058,-0.0534,Sure_Thing,1086.31,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.0,0.0,False
CUST_00099,0.6184,0.5387,Persuadable,2417.79,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,805.44,80.54,True
CUST_00100,0.5184,0.1384,Sure_Thing,10.1,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.72,0.0,False
CUST_00101,0.4945,0.2668,Sure_Thing,9.72,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,1.28,0.0,False
CUST_00102,0.1993,-0.0619,Sure_Thing,3513.15,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.0,0.0,False
CUST_00103,0.1664,-0.4465,Sleeping_Dog,2982.07,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00104,0.3169,0.5429,Sure_Thing,7501.53,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,1290.6,0.0,False
CUST_00105,0.4533,-0.0733,Sure_Thing,83.5,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.0,0.0,False
CUST_00106,0.2192,0.4171,Sure_Thing,7203.01,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,658.56,0.0,False
CUST_00107,0.1161,-0.2513,Sleeping_Dog,899.54,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00108,0.2972,0.3014,Sure_Thing,3832.18,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,343.27,0.0,False
CUST_00109,0.1058,-0.093,Sure_Thing,1344.58,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.0,0.0,False
CUST_00110,0.5083,0.1405,Sure_Thing,5145.35,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,367.46,0.0,False
CUST_00111,0.1787,-0.2797,Sleeping_Dog,2984.85,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00112,0.4424,0.2884,Sure_Thing,3864.23,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,493.03,0.0,False
CUST_00113,0.6199,0.2921,Persuadable,2792.67,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,505.68,50.57,True
CUST_00114,0.1412,0.2865,Sure_Thing,3370.83,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,136.36,0.0,False
CUST_00115,0.6661,0.5079,Persuadable,186.3,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,63.03,6.3,False
CUST_00116,0.1102,-0.0207,Sure_Thing,1095.91,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.0,0.0,False
CUST_00117,0.6979,0.2321,Persuadable,967.86,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,156.78,15.68,False
CUST_00118,0.1058,-0.5178,Sleeping_Dog,815.27,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00119,0.4228,-0.1814,Sleeping_Dog,2074.76,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00120,0.3745,0.545,Sure_Thing,5418.69,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,1105.97,0.0,False
CUST_00121,0.22,-0.0954,Sure_Thing,96.64,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.0,0.0,False
CUST_00122,0.6823,-0.0564,Lost_Cause,172.16,2026-04-02T00:56:15.490722,3527.9975,False,Escalate CS,30,0.0,0.0,False
CUST_00123,0.3594,-0.4076,Sleeping_Dog,306.56,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00124,0.2823,0.208,Sure_Thing,50.32,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,2.95,0.0,False
CUST_00125,0.1658,0.1296,Sure_Thing,2938.6,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,63.14,0.0,False
CUST_00126,0.6187,-0.3144,Sleeping_Dog,2059.23,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00127,0.1058,-0.3096,Sleeping_Dog,1700.33,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00128,0.4945,0.1384,Sure_Thing,9.88,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.68,0.0,False
CUST_00129,0.3013,-0.0473,Sure_Thing,3930.0,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,0.0,0.0,False
CUST_00130,0.661,0.4667,Persuadable,1128.82,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,348.23,34.82,True
CUST_00131,0.4601,0.2091,Sure_Thing,1444.86,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,139.01,0.0,False
CUST_00132,0.1187,-0.1475,Sleeping_Dog,3212.16,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00133,0.6398,-0.2382,Sleeping_Dog,17.73,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00134,0.5869,0.1143,Sure_Thing,54.17,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,3.63,0.0,False
CUST_00135,0.1102,-0.4485,Sleeping_Dog,1161.2,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00136,0.3959,-0.3607,Sleeping_Dog,1704.4,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00137,0.1058,-0.1062,Sleeping_Dog,1258.09,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00138,0.1058,-0.1888,Sleeping_Dog,1150.37,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00139,0.7271,0.7354,Persuadable,35.22,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,18.83,1.88,False
CUST_00140,0.1146,0.0623,Sure_Thing,6337.63,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,45.25,0.0,False
CUST_00141,0.4983,0.5152,Sure_Thing,501.02,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,128.62,0.0,False
CUST_00142,0.2217,0.538,Sure_Thing,5874.94,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,700.73,0.0,False
CUST_00143,0.1405,0.2234,Sure_Thing,5207.68,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,163.46,0.0,False
CUST_00144,0.1058,-0.1714,Sleeping_Dog,1731.81,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00145,0.1619,0.2518,Sure_Thing,6319.48,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,257.62,0.0,False
CUST_00146,0.1234,0.0852,Sure_Thing,46.01,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.48,0.0,False
CUST_00147,0.6312,-0.0926,Lost_Cause,22.82,2026-04-02T00:56:15.490722,3527.9975,False,Escalate CS,30,0.0,0.0,False
CUST_00148,0.2064,0.1005,Sure_Thing,1867.69,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,38.74,0.0,False
CUST_00149,0.2933,0.5523,Sure_Thing,1004.44,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,162.71,0.0,False
CUST_00150,0.4699,0.6529,Sure_Thing,501.64,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,153.9,0.0,False
CUST_00151,0.7097,0.2251,Persuadable,573.56,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,91.63,9.16,False
CUST_00152,0.314,0.4682,Sure_Thing,7818.85,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,1149.49,0.0,False
CUST_00153,0.125,0.4074,Sure_Thing,5132.47,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,261.37,0.0,False
CUST_00154,0.2326,-0.0364,Sure_Thing,97.29,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.0,0.0,False
CUST_00155,0.5932,0.6144,Persuadable,1075.95,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,392.14,39.21,True
CUST_00156,0.4598,-0.5108,Sleeping_Dog,1742.73,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00157,0.109,-0.1322,Sleeping_Dog,401.64,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00158,0.111,0.0816,Sure_Thing,963.76,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,8.73,0.0,False
CUST_00159,0.1042,0.2206,Sure_Thing,228.73,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,5.26,0.0,False
CUST_00160,0.4039,-0.2386,Sleeping_Dog,709.94,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00161,0.5374,0.3791,Persuadable,1516.52,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,308.96,30.9,True
CUST_00162,0.6658,0.607,Persuadable,90.13,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,36.43,3.64,False
CUST_00163,0.1146,-0.0295,Sure_Thing,3884.95,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,0.0,0.0,False
CUST_00164,0.1087,0.0439,Sure_Thing,214.41,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,1.02,0.0,False
CUST_00165,0.1058,-0.2416,Sleeping_Dog,1343.97,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00166,0.6725,0.5458,Persuadable,218.4,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,80.16,8.02,False
CUST_00167,0.1146,-0.0049,Sure_Thing,6168.77,2026-04-02T00:56:15.490722,3527.9975,True,No Action,0,0.0,0.0,False
CUST_00168,0.4796,-0.3653,Sleeping_Dog,2606.26,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00169,0.3243,-0.1314,Sleeping_Dog,302.49,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00170,0.1621,-0.3086,Sleeping_Dog,3458.81,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00171,0.7234,0.703,Persuadable,161.87,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,82.32,8.23,False
CUST_00172,0.1285,0.8123,Sure_Thing,1102.97,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,115.13,0.0,False
CUST_00173,0.4035,-0.2789,Sleeping_Dog,4907.6,2026-04-02T00:56:15.490722,3527.9975,True,SUPPRESS,0,0.0,0.0,False
CUST_00174,0.109,0.026,Sure_Thing,634.72,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,1.8,0.0,False
CUST_00175,0.214,-0.4456,Sleeping_Dog,757.91,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00176,0.5746,0.5746,Persuadable,1074.09,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,354.63,35.46,True
CUST_00177,0.6228,0.0598,Lost_Cause,440.65,2026-04-02T00:56:15.490722,3527.9975,False,Escalate CS,30,16.41,0.55,False
CUST_00178,0.6368,0.7722,Persuadable,1461.8,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,718.82,71.88,True
CUST_00179,0.1079,-0.172,Sleeping_Dog,1231.81,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00180,0.6142,0.3726,Persuadable,14.98,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,3.43,0.34,False
CUST_00181,0.5971,-0.2327,Sleeping_Dog,22.65,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00182,0.6731,0.0253,Lost_Cause,589.02,2026-04-02T00:56:15.490722,3527.9975,False,Escalate CS,30,10.03,0.33,False
CUST_00183,0.2303,0.1212,Sure_Thing,2381.14,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,66.46,0.0,False
CUST_00184,0.6122,0.5752,Persuadable,1032.25,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,363.49,36.35,True
CUST_00185,0.63,0.4746,Persuadable,12.4,2026-04-02T00:56:15.490722,3527.9975,False,Email Voucher 10%,10,3.71,0.37,False
CUST_00186,0.3546,-0.3773,Sleeping_Dog,975.1,2026-04-02T00:56:15.490722,3527.9975,False,SUPPRESS,0,0.0,0.0,False
CUST_00187,0.4874,0.0578,Sure_Thing,61.61,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,1.74,0.0,False
CUST_00188,0.1168,-0.0092,Sure_Thing,227.31,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,0.0,0.0,False
CUST_00189,0.3259,0.2207,Sure_Thing,2321.07,2026-04-02T00:56:15.490722,3527.9975,False,No Action,0,166.95,0.0,False
