customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService_encoded,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_encoded,PaperlessBilling,PaymentMethod_encoded,MonthlyCharges,TotalCharges,Churn_binary,created_at,recency_risk,service_count,charge_per_month,clv_proxy,is_high_value,contract_stability,digital_engagement,monthly_to_total_ratio,monetary_value
CUST_00010,0,1,1,13.0,1,0,1,1,0,0,0,0,0,0,1,1,49.95,587.45,0,2026-03-10 09:22:58.853052,0.07142857142857142,2,3.567857142857143,545.4892857142858,0,0.0,1,0.0848840173336732,587.45
CUST_00011,0,0,0,16.0,1,0,0,0,0,0,0,0,0,2,0,3,18.95,326.8,0,2026-03-10 09:22:58.853052,0.058823529411764705,1,1.1147058823529412,307.5764705882353,0,32.0,1,0.05780964002440512,326.8
CUST_00012,0,1,0,58.0,1,1,2,0,0,1,0,1,1,1,0,3,100.35,5681.1,0,2026-03-10 09:22:58.853052,0.01694915254237288,5,1.7008474576271186,5584.810169491526,1,58.0,1,0.017660724028088205,5681.1
CUST_00013,0,0,0,49.0,1,1,2,0,1,1,0,1,1,0,1,2,103.7,5036.3,1,2026-03-10 09:22:58.853052,0.02,6,2.074,4935.5740000000005,1,0.0,2,0.020586425267504416,5036.3
CUST_00014,0,0,0,25.0,1,0,2,1,0,1,1,1,1,0,1,0,105.5,2686.05,0,2026-03-10 09:22:58.853052,0.038461538461538464,6,4.0576923076923075,2582.7403846153848,0,0.0,1,0.03926238812080162,2686.05
CUST_00015,0,1,1,69.0,1,1,2,1,1,1,1,1,1,2,0,3,113.25,7895.15,0,2026-03-10 09:22:58.853052,0.014285714285714285,8,1.6178571428571429,7782.362142857143,1,138.0,1,0.014342432704545887,7895.15
CUST_00016,0,0,0,52.0,1,0,0,0,0,0,0,0,0,1,0,1,20.65,1022.95,0,2026-03-10 09:22:58.853052,0.018867924528301886,1,0.38962264150943393,1003.6490566037736,0,52.0,0,0.020167000341813564,1022.95
CUST_00017,0,0,1,71.0,1,1,2,1,0,1,0,1,1,2,0,2,106.7,7382.25,0,2026-03-10 09:22:58.853052,0.013888888888888888,6,1.4819444444444445,7279.71875,1,142.0,1,0.01445163037957539,7382.25
CUST_00018,0,1,1,10.0,1,0,1,0,0,1,1,0,0,0,0,3,55.2,528.35,1,2026-03-10 09:22:58.853052,0.09090909090909091,3,5.0181818181818185,480.3181818181818,0,0.0,1,0.10427883253046188,528.35
CUST_00019,0,0,0,21.0,1,0,2,0,1,1,0,0,1,0,1,0,90.05,1862.9,0,2026-03-10 09:22:58.853052,0.045454545454545456,4,4.093181818181818,1778.2227272727275,0,0.0,1,0.04831267771876173,1862.9
CUST_00020,1,0,0,1.0,0,0,1,0,0,1,0,0,1,0,1,0,39.65,39.65,1,2026-03-10 09:22:58.853052,0.5,2,19.825,19.825,0,0.0,1,0.97539975399754,39.65
CUST_00021,0,1,0,12.0,1,0,0,0,0,0,0,0,0,1,0,2,19.8,202.25,0,2026-03-10 09:22:58.853052,0.07692307692307693,1,1.5230769230769232,186.6923076923077,0,12.0,1,0.0974169741697417,202.25
CUST_00022,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,20.15,20.15,1,2026-03-10 09:22:58.853052,0.5,1,10.075,10.075,0,0.0,0,0.9527186761229315,20.15
CUST_00023,0,1,0,58.0,1,1,1,0,1,0,1,0,0,2,1,3,59.9,3505.1,0,2026-03-10 09:22:58.853052,0.01694915254237288,4,1.0152542372881355,3445.6915254237288,0,116.0,2,0.017084509854254016,3505.1
CUST_00024,0,1,1,49.0,1,0,1,1,1,0,1,0,0,0,0,3,59.6,2970.3,0,2026-03-10 09:22:58.853052,0.02,4,1.192,2910.8940000000002,0,0.0,1,0.020058560226163633,2970.3
CUST_00025,0,0,0,30.0,1,0,1,1,1,0,0,0,0,0,1,2,55.3,1530.6,0,2026-03-10 09:22:58.853052,0.03225806451612903,3,1.7838709677419353,1481.225806451613,0,0.0,2,0.03610603290676417,1530.6
CUST_00026,0,1,1,47.0,1,1,2,0,1,0,0,1,1,0,1,0,99.35,4749.15,1,2026-03-10 09:22:58.853052,0.020833333333333332,5,2.0697916666666667,4650.209374999999,1,0.0,1,0.020915128995926444,4749.15
CUST_00027,0,1,1,1.0,0,0,1,0,1,0,0,0,0,0,0,0,30.2,30.2,1,2026-03-10 09:22:58.853052,0.5,1,15.1,15.1,0,0.0,0,0.967948717948718,30.2
CUST_00028,0,1,0,72.0,1,1,1,1,1,1,1,1,1,2,1,3,90.25,6369.45,0,2026-03-10 09:22:58.853052,0.0136986301369863,8,1.2363013698630136,6282.1972602739725,1,144.0,2,0.014166974075614753,6369.45
CUST_00029,0,0,1,17.0,1,0,1,0,0,0,0,1,1,0,1,1,64.7,1093.1,1,2026-03-10 09:22:58.853052,0.05555555555555555,3,3.5944444444444446,1032.372222222222,0,0.0,1,0.05913536239831826,1093.1
CUST_00030,1,1,0,71.0,1,1,2,1,1,1,1,0,0,2,1,3,96.35,6766.95,0,2026-03-10 09:22:58.853052,0.013888888888888888,6,1.3381944444444445,6672.964583333333,1,142.0,2,0.014236216284103754,6766.95
CUST_00031,1,1,0,2.0,1,0,2,0,0,1,0,1,1,0,1,3,95.5,181.65,0,2026-03-10 09:22:58.853052,0.3333333333333333,4,31.833333333333332,121.10000000000002,0,0.0,2,0.5228579249931563,181.65
CUST_00032,0,1,1,27.0,1,0,1,1,1,1,1,0,0,1,0,1,66.15,1874.45,0,2026-03-10 09:22:58.853052,0.03571428571428571,5,2.3625000000000003,1807.5053571428573,0,27.0,0,0.03527153483164041,1874.45
CUST_00033,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,2,20.2,20.2,0,2026-03-10 09:22:58.853052,0.5,1,10.1,10.1,0,0.0,1,0.9528301886792453,20.2
CUST_00034,1,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,2,45.25,45.25,0,2026-03-10 09:22:58.853052,0.5,1,22.625,22.625,0,0.0,1,0.9783783783783784,45.25
CUST_00035,0,1,1,72.0,1,1,2,1,1,0,1,1,0,2,0,2,99.9,7251.7,0,2026-03-10 09:22:58.853052,0.0136986301369863,6,1.3684931506849316,7152.361643835616,1,144.0,1,0.013774180649964841,7251.7
CUST_00036,0,0,0,5.0,1,0,2,0,0,0,0,0,0,0,1,0,69.7,316.9,1,2026-03-10 09:22:58.853052,0.16666666666666666,1,11.616666666666667,264.0833333333333,0,0.0,1,0.21925133689839574,316.9
CUST_00037,0,0,0,46.0,1,0,2,0,0,1,0,0,0,0,1,3,74.8,3548.3,0,2026-03-10 09:22:58.853052,0.02127659574468085,2,1.5914893617021275,3472.804255319149,0,0.0,2,0.021074578085819737,3548.3
CUST_00038,0,0,0,34.0,1,1,2,0,1,1,0,1,1,0,1,0,106.35,3549.25,1,2026-03-10 09:22:58.853052,0.02857142857142857,6,3.0385714285714283,3447.842857142857,0,0.0,1,0.02995563692697697,3549.25
CUST_00039,0,0,0,11.0,1,1,2,0,0,1,0,1,1,0,1,2,97.85,1105.4,1,2026-03-10 09:22:58.853052,0.08333333333333333,5,8.154166666666667,1013.2833333333334,0,0.0,2,0.08843998553868401,1105.4
CUST_00040,0,1,1,10.0,1,0,1,0,1,0,0,0,0,1,0,1,49.55,475.7,0,2026-03-10 09:22:58.853052,0.09090909090909091,2,4.504545454545454,432.45454545454544,0,10.0,0,0.1039437801552339,475.7
CUST_00041,0,1,1,70.0,1,1,1,1,1,0,0,1,0,2,1,3,69.2,4872.35,0,2026-03-10 09:22:58.853052,0.014084507042253521,5,0.9746478873239437,4803.725352112677,1,140.0,2,0.01419967783967907,4872.35
CUST_00042,0,1,1,17.0,1,0,0,0,0,0,0,0,0,1,0,1,20.75,418.25,0,2026-03-10 09:22:58.853052,0.05555555555555555,1,1.1527777777777777,395.01388888888886,0,17.0,0,0.04949314251639833,418.25
CUST_00043,0,0,0,63.0,1,1,1,1,1,1,1,1,0,2,1,3,79.85,4861.45,0,2026-03-10 09:22:58.853052,0.015625,7,1.24765625,4785.48984375,1,126.0,2,0.016421762691647215,4861.45
CUST_00044,0,1,0,13.0,1,1,1,1,1,0,1,1,0,0,1,0,76.2,981.45,0,2026-03-10 09:22:58.853052,0.07142857142857142,6,5.442857142857143,911.3464285714286,0,0.0,1,0.07756119904320831,981.45
CUST_00045,0,0,0,49.0,1,1,2,0,0,0,0,0,1,0,1,0,84.5,3906.7,0,2026-03-10 09:22:58.853052,0.02,3,1.69,3828.566,1,0.0,1,0.021623973181155155,3906.7
CUST_00046,0,0,0,2.0,1,0,1,0,1,0,0,0,0,0,0,1,49.25,97.0,0,2026-03-10 09:22:58.853052,0.3333333333333333,2,16.416666666666668,64.66666666666667,0,0.0,0,0.5025510204081632,97.0
CUST_00047,0,0,0,2.0,1,0,2,0,0,0,0,1,0,0,1,0,80.65,144.15,1,2026-03-10 09:22:58.853052,0.3333333333333333,2,26.883333333333336,96.10000000000001,0,0.0,1,0.555632104719256,144.15
CUST_00048,0,0,0,52.0,1,1,1,1,0,0,1,1,1,2,1,3,79.75,4217.8,0,2026-03-10 09:22:58.853052,0.018867924528301886,6,1.5047169811320755,4138.218867924528,1,104.0,2,0.01890347966246326,4217.8
CUST_00049,0,1,1,69.0,1,1,1,1,0,1,1,0,0,2,1,3,64.15,4254.1,0,2026-03-10 09:22:58.853052,0.014285714285714285,5,0.9164285714285715,4193.327142857143,1,138.0,2,0.015076026415360391,4254.1
CUST_00050,1,0,0,43.0,1,1,2,0,1,0,0,1,0,0,1,0,90.25,3838.75,0,2026-03-10 09:22:58.853052,0.022727272727272728,4,2.0511363636363638,3751.505681818182,1,0.0,1,0.023504134383748942,3838.75
CUST_00051,0,0,0,15.0,1,0,2,1,1,0,0,1,1,0,1,3,99.1,1426.4,1,2026-03-10 09:22:58.853052,0.0625,5,6.19375,1337.25,0,0.0,2,0.06942693008266777,1426.4
CUST_00052,1,1,0,25.0,1,1,1,1,0,0,1,1,0,0,1,3,69.5,1752.65,0,2026-03-10 09:22:58.853052,0.038461538461538464,5,2.673076923076923,1685.2403846153848,0,0.0,2,0.039631625466883355,1752.65
CUST_00053,1,1,0,8.0,1,1,2,0,1,0,0,0,0,0,1,3,80.65,633.3,1,2026-03-10 09:22:58.853052,0.1111111111111111,3,8.961111111111112,562.9333333333333,0,0.0,2,0.12714803720636925,633.3
CUST_00054,1,1,1,60.0,1,0,1,1,1,1,1,0,1,1,1,3,74.85,4456.35,0,2026-03-10 09:22:58.853052,0.01639344262295082,6,1.2270491803278687,4383.295081967213,1,60.0,2,0.01679248881061617,4456.35
CUST_00055,1,0,0,18.0,1,1,2,0,0,0,0,1,1,0,1,0,95.45,1752.55,1,2026-03-10 09:22:58.853052,0.05263157894736842,4,5.023684210526316,1660.3105263157895,0,0.0,1,0.05443243705625731,1752.55
CUST_00056,0,1,1,63.0,1,1,2,1,0,0,0,1,1,1,1,3,99.65,6311.2,0,2026-03-10 09:22:58.853052,0.015625,5,1.55703125,6212.5875,1,63.0,2,0.01578688888184785,6311.2
CUST_00057,1,1,1,66.0,1,1,2,0,1,1,1,1,1,1,1,0,108.45,7076.35,0,2026-03-10 09:22:58.853052,0.014925373134328358,7,1.6186567164179104,6970.732835820895,1,66.0,1,0.0153235321130084,7076.35
CUST_00058,0,1,1,34.0,1,1,0,0,0,0,0,0,0,2,0,3,24.95,894.3,0,2026-03-10 09:22:58.853052,0.02857142857142857,2,0.7128571428571429,868.7485714285714,0,68.0,1,0.02786775382553334,894.3
CUST_00059,0,0,0,72.0,1,1,2,0,0,1,1,1,1,2,1,3,107.5,7853.7,0,2026-03-10 09:22:58.853052,0.0136986301369863,6,1.4726027397260273,7746.11506849315,1,144.0,2,0.013686073306428,7853.7
CUST_00060,0,1,0,47.0,1,1,2,0,0,1,0,1,1,0,1,0,100.5,4707.1,0,2026-03-10 09:22:58.853052,0.020833333333333332,5,2.09375,4609.035416666667,1,0.0,1,0.021346190607676133,4707.1
CUST_00061,0,0,0,60.0,1,1,2,0,1,0,0,1,0,0,1,2,89.9,5450.7,0,2026-03-10 09:22:58.853052,0.01639344262295082,4,1.4737704918032788,5361.3442622950815,1,0.0,2,0.01649026909037548,5450.7
CUST_00062,0,1,0,72.0,0,0,1,1,1,1,0,0,0,2,0,2,42.1,2962.0,0,2026-03-10 09:22:58.853052,0.0136986301369863,3,0.5767123287671233,2921.4246575342463,0,144.0,1,0.01420857239284509,2962.0
CUST_00063,0,1,1,18.0,1,0,1,0,0,1,1,0,0,1,1,3,54.4,957.1,0,2026-03-10 09:22:58.853052,0.05263157894736842,3,2.863157894736842,906.7263157894738,0,18.0,2,0.056779041853668714,957.1
CUST_00064,0,0,0,9.0,1,1,2,0,0,0,0,1,1,0,0,0,94.4,857.25,1,2026-03-10 09:22:58.853052,0.1,4,9.440000000000001,771.525,0,0.0,0,0.10999126128750365,857.25
CUST_00065,0,0,0,3.0,1,0,1,0,1,0,1,1,1,0,1,0,75.3,244.1,0,2026-03-10 09:22:58.853052,0.25,5,18.825,183.075,0,0.0,1,0.3072215422276622,244.1
CUST_00066,0,1,0,47.0,1,1,2,0,1,0,0,0,0,1,1,0,78.9,3650.35,0,2026-03-10 09:22:58.853052,0.020833333333333332,3,1.64375,3574.3010416666666,0,47.0,1,0.02160844619113479,3650.35
CUST_00067,0,0,0,31.0,1,0,1,0,1,1,1,1,1,2,0,1,79.2,2497.2,0,2026-03-10 09:22:58.853052,0.03125,6,2.475,2419.1625,0,62.0,0,0.03170282603474502,2497.2
CUST_00068,0,1,1,50.0,1,0,0,0,0,0,0,0,0,2,0,2,20.15,930.9,0,2026-03-10 09:22:58.853052,0.0196078431372549,1,0.39509803921568626,912.6470588235294,0,100.0,1,0.021622491683657045,930.9
CUST_00069,0,0,0,10.0,1,0,2,1,0,1,0,0,0,0,1,1,79.85,887.35,0,2026-03-10 09:22:58.853052,0.09090909090909091,3,7.259090909090909,806.6818181818181,0,0.0,1,0.08988574323183429,887.35
CUST_00070,0,0,0,1.0,1,0,1,0,0,0,1,0,0,0,0,1,49.05,49.05,0,2026-03-10 09:22:58.853052,0.5,2,24.525,24.525,0,0.0,0,0.98001998001998,49.05
CUST_00071,0,1,1,52.0,1,0,0,0,0,0,0,0,0,1,1,0,20.4,1090.65,0,2026-03-10 09:22:58.853052,0.018867924528301886,1,0.38490566037735846,1070.0716981132077,0,52.0,1,0.01868730820317867,1090.65
CUST_00072,1,1,1,64.0,1,1,2,1,0,1,1,1,1,2,1,2,111.6,7099.0,0,2026-03-10 09:22:58.853052,0.015384615384615385,7,1.7169230769230768,6989.784615384616,1,128.0,2,0.015718309859154928,7099.0
CUST_00073,0,1,1,62.0,1,1,0,0,0,0,0,0,0,2,1,2,24.25,1424.6,0,2026-03-10 09:22:58.853052,0.015873015873015872,2,0.38492063492063494,1401.9873015873015,0,124.0,2,0.01701038159371493,1424.6
CUST_00074,0,0,1,3.0,1,0,1,1,0,0,1,0,1,0,1,2,64.5,177.4,0,2026-03-10 09:22:58.853052,0.25,4,16.125,133.05,0,0.0,2,0.3615470852017937,177.4
CUST_00075,1,0,0,56.0,1,1,2,1,1,1,0,1,1,1,0,0,110.5,6139.5,0,2026-03-10 09:22:58.853052,0.017543859649122806,7,1.9385964912280702,6031.78947368421,1,56.0,0,0.017995277257552317,6139.5
CUST_00076,0,0,0,46.0,1,0,1,0,0,0,0,0,1,1,0,3,55.65,2688.85,0,2026-03-10 09:22:58.853052,0.02127659574468085,2,1.1840425531914893,2631.640425531915,0,46.0,1,0.02068888599736045,2688.85
CUST_00077,0,1,1,8.0,1,0,1,1,1,0,0,0,0,0,0,1,54.65,482.25,0,2026-03-10 09:22:58.853052,0.1111111111111111,3,6.072222222222222,428.66666666666663,0,0.0,0,0.11308846352819452,482.25
CUST_00078,1,0,0,30.0,1,0,1,1,1,0,0,1,1,0,1,0,74.75,2111.3,0,2026-03-10 09:22:58.853052,0.03225806451612903,5,2.411290322580645,2043.193548387097,0,0.0,1,0.03538796572456564,2111.3
CUST_00079,0,1,1,45.0,1,1,0,0,0,0,0,0,0,1,1,3,25.9,1216.6,0,2026-03-10 09:22:58.853052,0.021739130434782608,2,0.5630434782608695,1190.1521739130435,0,45.0,2,0.021271353482260183,1216.6
CUST_00080,0,0,1,1.0,1,0,2,0,0,0,0,1,0,0,1,0,79.35,79.35,1,2026-03-10 09:22:58.853052,0.5,2,39.675,39.675,0,0.0,1,0.9875544492843809,79.35
CUST_00081,0,1,1,11.0,0,0,1,1,0,0,0,1,1,0,0,0,50.55,565.35,0,2026-03-10 09:22:58.853052,0.08333333333333333,3,4.2124999999999995,518.2375,0,0.0,0,0.0892557605720844,565.35
CUST_00082,0,1,0,7.0,1,0,2,0,0,1,0,0,0,0,1,2,75.15,496.9,1,2026-03-10 09:22:58.853052,0.125,2,9.39375,434.78749999999997,0,0.0,2,0.15093392247439247,496.9
CUST_00083,0,0,0,42.0,1,0,2,0,1,1,1,1,1,0,1,2,103.8,4327.5,0,2026-03-10 09:22:58.853052,0.023255813953488372,6,2.413953488372093,4226.860465116279,1,0.0,2,0.02398059373917061,4327.5
CUST_00084,0,1,0,49.0,1,0,0,0,0,0,0,0,0,2,1,2,20.15,973.35,0,2026-03-10 09:22:58.853052,0.02,1,0.40299999999999997,953.883,0,98.0,2,0.02068045363575717,973.35
CUST_00085,0,0,0,9.0,1,1,2,0,1,0,0,1,1,0,1,3,99.3,918.75,0,2026-03-10 09:22:58.853052,0.1,5,9.93,826.875,0,0.0,2,0.10796412068496875,918.75
CUST_00086,0,1,0,35.0,1,0,1,1,0,0,0,1,0,1,1,2,62.15,2215.45,0,2026-03-10 09:22:58.853052,0.027777777777777776,3,1.7263888888888888,2153.909722222222,0,35.0,2,0.028040334769563944,2215.45
CUST_00087,0,1,1,48.0,1,0,0,0,0,0,0,0,0,2,0,2,20.65,1057.0,0,2026-03-10 09:22:58.853052,0.02040816326530612,1,0.4214285714285714,1035.4285714285713,0,96.0,1,0.0195179584120983,1057.0
CUST_00088,0,1,1,46.0,1,0,0,0,0,0,0,0,0,2,1,1,19.95,927.1,0,2026-03-10 09:22:58.853052,0.02127659574468085,1,0.42446808510638295,907.3744680851064,0,92.0,1,0.02149552849908415,927.1
CUST_00089,0,1,0,29.0,0,0,1,0,0,0,0,1,0,0,0,1,33.75,1009.25,0,2026-03-10 09:22:58.853052,0.03333333333333333,1,1.125,975.6083333333333,0,0.0,0,0.0334075723830735,1009.25
CUST_00090,0,1,1,30.0,1,0,2,0,1,1,0,0,0,0,0,2,82.05,2570.2,0,2026-03-10 09:22:58.853052,0.03225806451612903,3,2.646774193548387,2487.290322580645,0,0.0,1,0.031911169881767266,2570.2
CUST_00091,1,0,0,1.0,1,0,2,0,0,0,1,0,0,0,0,0,74.7,74.7,0,2026-03-10 09:22:58.853052,0.5,2,37.35,37.35,0,0.0,0,0.9867899603698811,74.7
CUST_00092,0,1,1,66.0,1,1,1,1,0,1,1,1,1,2,1,1,84.0,5714.25,0,2026-03-10 09:22:58.853052,0.014925373134328358,7,1.2537313432835822,5628.962686567164,1,132.0,1,0.014697519793534841,5714.25
CUST_00093,0,0,0,65.0,1,1,2,1,1,1,0,1,1,0,1,3,111.05,7107.0,0,2026-03-10 09:22:58.853052,0.015151515151515152,7,1.6825757575757576,6999.318181818182,1,0.0,2,0.015623241418120427,7107.0
CUST_00094,0,0,0,72.0,1,1,2,0,1,1,0,1,1,2,1,2,100.9,7459.05,0,2026-03-10 09:22:58.853052,0.0136986301369863,6,1.382191780821918,7356.871232876712,1,144.0,2,0.013525378516229784,7459.05
CUST_00095,0,0,0,12.0,1,1,2,1,0,0,0,0,0,0,1,0,78.95,927.35,1,2026-03-10 09:22:58.853052,0.07692307692307693,3,6.073076923076924,856.0153846153847,0,0.0,1,0.0850433564927021,927.35
CUST_00096,0,1,1,71.0,1,1,1,1,1,0,1,0,0,1,1,3,66.85,4748.7,0,2026-03-10 09:22:58.853052,0.013888888888888888,5,0.9284722222222221,4682.745833333333,1,71.0,2,0.014074573130934584,4748.7
CUST_00097,0,0,0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,21.05,113.85,1,2026-03-10 09:22:58.853052,0.16666666666666666,1,3.5083333333333333,94.875,0,0.0,0,0.18328254244666958,113.85
CUST_00098,0,0,0,52.0,1,0,0,0,0,0,0,0,0,2,0,2,21.0,1107.2,0,2026-03-10 09:22:58.853052,0.018867924528301886,1,0.39622641509433965,1086.3094339622642,0,104.0,1,0.018949648077964266,1107.2
CUST_00099,1,1,0,25.0,1,0,2,0,1,1,0,1,1,0,1,0,98.5,2514.5,1,2026-03-10 09:22:58.853052,0.038461538461538464,5,3.7884615384615383,2417.7884615384614,0,0.0,1,0.03915722520373683,2514.5
CUST_00100,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,20.2,20.2,0,2026-03-10 09:22:58.853052,0.5,1,10.1,10.1,0,0.0,0,0.9528301886792453,20.2
CUST_00101,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,19.45,19.45,0,2026-03-10 09:22:58.853052,0.5,1,9.725,9.725,0,0.0,0,0.9511002444987775,19.45
CUST_00102,0,0,0,38.0,1,1,2,0,0,1,1,1,0,1,0,2,95.0,3605.6,0,2026-03-10 09:22:58.853052,0.02564102564102564,5,2.4358974358974357,3513.1487179487176,0,38.0,1,0.026340597792935176,3605.6
CUST_00103,1,1,0,66.0,0,0,1,0,1,1,0,1,0,1,0,2,45.55,3027.25,0,2026-03-10 09:22:58.853052,0.014925373134328358,3,0.6798507462686567,2982.0671641791046,0,66.0,1,0.015041690745480061,3027.25
CUST_00104,0,1,0,68.0,1,1,2,0,1,1,1,1,1,2,1,2,110.0,7611.85,1,2026-03-10 09:22:58.853052,0.014492753623188406,7,1.5942028985507246,7501.533333333334,1,136.0,2,0.014449253564696531,7611.85
CUST_00105,0,0,0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,24.3,100.2,0,2026-03-10 09:22:58.853052,0.16666666666666666,0,4.05,83.5,0,0.0,0,0.24011857707509882,100.2
CUST_00106,0,1,1,72.0,1,1,2,1,1,0,0,1,1,1,1,0,104.15,7303.05,0,2026-03-10 09:22:58.853052,0.0136986301369863,6,1.4267123287671233,7203.008219178082,1,72.0,1,0.014259212354789467,7303.05
CUST_00107,0,0,0,32.0,0,0,1,1,0,0,0,0,0,1,0,1,30.15,927.65,0,2026-03-10 09:22:58.853052,0.030303030303030304,1,0.9136363636363636,899.5393939393939,0,32.0,0,0.0324664836052334,927.65
CUST_00108,0,0,0,43.0,1,1,2,0,0,0,0,1,1,1,0,1,94.35,3921.3,0,2026-03-10 09:22:58.853052,0.022727272727272728,4,2.1443181818181816,3832.179545454546,1,43.0,0,0.024054763786553805,3921.3
CUST_00109,0,1,1,72.0,1,0,0,0,0,0,0,0,0,2,0,3,19.4,1363.25,0,2026-03-10 09:22:58.853052,0.0136986301369863,1,0.2657534246575342,1344.5753424657532,0,144.0,1,0.014220267546270845,1363.25
CUST_00110,0,1,0,55.0,1,1,2,1,1,0,0,1,0,0,1,0,96.75,5238.9,1,2026-03-10 09:22:58.853052,0.017857142857142856,5,1.7276785714285714,5145.348214285714,1,0.0,1,0.018464092826198975,5238.9
CUST_00111,0,0,0,52.0,1,0,1,1,0,1,1,0,0,1,0,3,57.95,3042.25,0,2026-03-10 09:22:58.853052,0.018867924528301886,4,1.0933962264150945,2984.8490566037735,0,52.0,1,0.019042142446397767,3042.25
CUST_00112,0,0,0,43.0,1,0,2,0,1,1,0,1,0,0,1,0,91.65,3954.1,0,2026-03-10 09:22:58.853052,0.022727272727272728,4,2.0829545454545455,3864.234090909091,1,0.0,1,0.02317261257616748,3954.1
CUST_00113,1,1,0,37.0,1,1,2,0,0,0,0,0,0,0,1,0,76.5,2868.15,1,2026-03-10 09:22:58.853052,0.02631578947368421,2,2.013157894736842,2792.672368421053,0,0.0,1,0.026662948957008173,2868.15
CUST_00114,0,1,1,64.0,0,0,1,0,1,0,1,1,1,2,1,0,54.6,3423.5,0,2026-03-10 09:22:58.853052,0.015384615384615385,4,0.84,3370.8307692307694,0,128.0,1,0.015943933420937365,3423.5
CUST_00115,0,1,1,3.0,1,0,2,1,1,0,0,1,0,0,0,0,89.85,248.4,0,2026-03-10 09:22:58.853052,0.25,4,22.4625,186.3,0,0.0,0,0.3602646351242983,248.4
CUST_00116,0,0,0,36.0,0,0,1,1,0,0,0,0,0,2,0,2,31.05,1126.35,0,2026-03-10 09:22:58.853052,0.02702702702702703,1,0.8391891891891892,1095.908108108108,0,72.0,1,0.02754246684703065,1126.35
CUST_00117,0,1,1,10.0,1,1,2,1,0,0,0,1,1,0,1,0,100.25,1064.65,1,2026-03-10 09:22:58.853052,0.09090909090909091,5,9.113636363636363,967.8636363636364,0,0.0,1,0.09407403931872566,1064.65
