user_id,tenure,monthly_charges,contract_type,service_count,clv_proxy,senior_citizen,has_partner,digital_engagement,segment_true,treated,base_churn_prob,final_churn_prob,churned
U00036,13,71.96024633974562,0,3,788.27,0,0,0,Persuadable,1,0.8357,0.4357,0
U00037,27,59.72184780478618,0,1,1659.79,0,0,0,Sleeping_Dog,0,0.23,0.23,0
U00038,47,54.200353491508125,1,5,3223.75,0,1,2,Sure_Thing,0,0.1151,0.1151,1
U00039,12,93.23774584482666,1,4,1073.33,0,0,2,Persuadable,1,0.8057,0.4057,1
U00040,69,69.03193785768792,2,5,5001.89,1,0,0,Sure_Thing,0,0.1329,0.1329,0
U00041,36,50.75289771945961,1,2,1811.55,0,0,0,Sleeping_Dog,1,0.1299,0.4299,0
U00042,63,72.12064610236254,2,8,5543.98,0,1,0,Sure_Thing,0,0.3148,0.3148,0
U00043,11,114.24744712109694,0,1,797.71,0,1,0,Lost_Cause,1,0.8034,0.7834,1
U00044,40,45.60854074536125,1,1,1781.88,0,0,1,Sleeping_Dog,0,0.2205,0.2205,0
U00045,40,63.02655720586596,1,3,2755.28,0,0,2,Sleeping_Dog,1,0.6951,0.99,1
U00046,31,57.87880518416617,1,2,1829.53,0,1,0,Sleeping_Dog,0,0.2704,0.2704,0
U00047,14,71.4122994305681,0,3,883.94,0,1,1,Persuadable,1,0.9317,0.5317,1
U00048,31,82.89401850524155,2,7,2831.4,0,0,2,Sure_Thing,0,0.0947,0.0947,0
U00049,21,44.114147639334114,0,2,839.44,0,1,0,Sleeping_Dog,0,0.3465,0.3465,1
U00050,35,60.35388607471185,2,8,2576.97,0,1,1,Sure_Thing,0,0.5693,0.5693,0
U00051,8,90.86639105374248,0,3,535.12,0,0,1,Lost_Cause,0,0.8051,0.8051,1
U00052,31,39.441236403094635,0,3,1156.93,0,0,2,Sleeping_Dog,1,0.0842,0.3842,0
U00053,44,48.75602863157673,2,8,2765.26,0,0,2,Sure_Thing,1,0.2437,0.1937,0
U00054,24,57.38349194203957,1,1,1269.54,0,1,1,Sleeping_Dog,0,0.0182,0.0182,0
U00055,11,99.13794373525512,0,2,864.53,0,0,2,Lost_Cause,1,0.9411,0.9211,1
U00056,26,36.90039443005071,1,3,882.93,0,1,0,Sleeping_Dog,0,0.3233,0.3233,0
U00057,4,78.48155850350635,0,2,240.17,0,1,2,Lost_Cause,0,0.8769,0.8769,1
U00058,70,54.40942339207939,2,4,4056.31,0,1,0,Sure_Thing,0,0.074,0.074,0
U00059,1,91.80878276850305,0,2,81.77,0,1,0,Persuadable,1,0.6369,0.2369,0
U00060,16,65.05565058917342,0,5,1163.9,1,0,2,Persuadable,0,0.7112,0.7112,1
U00061,22,58.88501378815139,0,2,1321.53,0,0,1,Sleeping_Dog,0,0.1142,0.1142,0
U00062,4,92.2866924995019,0,5,408.25,0,0,2,Persuadable,0,0.7594,0.7594,1
U00063,10,74.52899077994653,0,3,613.46,0,0,2,Persuadable,0,0.6845,0.6845,1
U00064,33,63.733779641882286,0,2,2095.37,0,0,0,Sleeping_Dog,0,0.4112,0.4112,0
U00065,64,49.085981186301524,2,4,3790.04,0,0,0,Sure_Thing,0,0.3382,0.3382,1
U00066,42,40.378745345067934,1,3,1845.93,0,0,2,Sleeping_Dog,0,0.0751,0.0751,0
U00067,36,68.29690632828985,2,7,2574.23,0,0,1,Sure_Thing,1,0.1146,0.0646,0
U00068,18,36.32081093613553,0,2,686.88,0,1,0,Sleeping_Dog,0,0.2396,0.2396,1
U00069,67,74.05846860452019,2,6,5559.57,0,0,0,Sure_Thing,0,0.5015,0.5015,0
U00070,44,45.07519534099642,1,5,2351.96,0,0,0,Sure_Thing,1,0.3492,0.2992,0
U00071,54,78.0052267066446,2,8,4398.62,0,0,0,Sure_Thing,0,0.1298,0.1298,0
U00072,1,98.43240583887608,0,2,67.12,0,0,2,Lost_Cause,1,0.6598,0.6398,1
U00073,59,45.536105057286626,1,5,2914.07,0,0,2,Sure_Thing,0,0.0083,0.0083,0
U00074,10,114.18203361527029,0,1,909.18,0,1,0,Lost_Cause,0,0.8902,0.8902,1
U00075,25,71.56751658021669,1,5,2037.33,0,0,2,Sure_Thing,1,0.1254,0.0754,0
U00076,17,66.2225339551502,0,3,1055.38,0,1,2,Persuadable,1,0.8219,0.4219,0
U00077,3,110.88745363858476,0,3,297.75,0,0,2,Lost_Cause,0,0.6735,0.6735,1
U00078,52,56.85959125133261,2,6,3630.46,1,1,2,Sure_Thing,1,0.2364,0.1864,0
U00079,53,84.16419752060618,2,7,5450.03,0,0,2,Sure_Thing,0,0.1027,0.1027,0
U00080,56,79.96906896553406,1,6,4627.38,0,1,1,Sure_Thing,1,0.1357,0.0857,0
U00081,42,79.91015358264511,1,8,3900.64,0,1,0,Sure_Thing,1,0.1932,0.1432,0
U00082,32,32.22743182503248,2,3,1028.88,0,0,0,Sleeping_Dog,0,0.1429,0.1429,0
U00083,2,89.47412372820554,0,2,109.82,0,1,1,Lost_Cause,0,0.9566,0.9566,1
U00084,36,72.01680830188357,1,6,2694.87,0,0,2,Sure_Thing,0,0.1249,0.1249,0
U00085,38,74.99403057745866,2,8,3429.99,0,0,0,Sure_Thing,1,0.3071,0.2571,1
U00086,6,103.05219633454581,0,3,594.54,0,0,0,Persuadable,0,0.7501,0.7501,0
U00087,21,52.60378352002695,1,3,1079.47,0,0,0,Sleeping_Dog,1,0.2221,0.5221,1
U00088,10,105.50374323574164,0,3,1002.2,0,1,1,Persuadable,1,0.7782,0.3782,1
U00089,7,96.79310630180747,0,1,524.52,0,0,0,Lost_Cause,0,0.6843,0.6843,1
U00090,40,72.23023571841942,2,5,3707.47,0,0,1,Sure_Thing,1,0.4225,0.3725,0
U00091,13,84.76174174851867,1,5,987.47,0,0,2,Persuadable,1,0.8538,0.4538,0
U00092,12,59.60725038872063,1,3,713.52,0,1,1,Sleeping_Dog,0,0.0674,0.0674,0
U00093,7,86.43966438547062,0,2,537.13,0,0,0,Persuadable,1,0.8519,0.4519,0
U00094,54,56.370963717100665,1,5,3703.12,0,0,2,Sure_Thing,1,0.1535,0.1035,0
U00095,10,71.26021320009895,0,4,760.03,1,1,2,Persuadable,0,0.8289,0.8289,1
U00096,2,83.47976218794632,0,1,143.74,0,1,0,Lost_Cause,0,0.8666,0.8666,1
U00097,28,34.352893965017856,1,1,1007.32,0,1,1,Sleeping_Dog,0,0.235,0.235,0
U00098,35,45.05414502861873,1,7,1836.32,1,0,0,Sure_Thing,1,0.1864,0.1364,0
U00099,40,54.01525072027063,1,5,2741.43,0,0,0,Sure_Thing,0,0.2216,0.2216,0
U00100,6,88.8346875775529,0,2,628.75,1,1,1,Persuadable,1,0.6952,0.2952,0
U00101,49,65.90158866928213,1,8,3652.52,0,0,1,Sure_Thing,1,0.2124,0.1624,0
U00102,32,37.77265547426622,1,2,1212.27,0,1,0,Sleeping_Dog,1,0.3873,0.6873,0
U00103,2,101.26524294831505,0,2,176.34,1,1,2,Lost_Cause,0,0.6539,0.6539,1
U00104,52,55.212363060157266,1,7,3418.87,0,1,2,Sure_Thing,1,0.5753,0.5253,0
U00105,29,47.185376800038895,2,8,1493.15,0,0,1,Sure_Thing,1,0.0783,0.0283,0
U00106,57,76.22526869702229,2,6,5163.97,0,0,2,Sure_Thing,0,0.1746,0.1746,0
U00107,6,94.93157874072824,0,2,615.42,0,0,0,Persuadable,1,0.9562,0.5562,1
U00108,29,49.73969435073602,2,6,1854.62,0,0,1,Sure_Thing,0,0.2702,0.2702,0
U00109,39,44.15845849508544,0,3,1672.53,0,0,2,Sleeping_Dog,1,0.1484,0.4484,1
U00110,35,47.96168871649392,2,5,1921.92,0,1,1,Sure_Thing,1,0.1009,0.0509,0
U00111,25,79.64382534446766,2,5,2259.35,0,0,1,Sure_Thing,0,0.1295,0.1295,0
U00112,5,111.58194655394236,0,3,378.05,0,0,2,Lost_Cause,0,0.9243,0.9243,1
U00113,71,58.32139487221593,2,6,4753.87,0,1,1,Sure_Thing,1,0.3133,0.2633,0
U00114,38,47.56025386434484,2,6,2131.98,0,1,2,Sure_Thing,1,0.1614,0.1114,1
U00115,11,95.60022638838893,0,3,711.37,0,1,0,Lost_Cause,1,0.5456,0.5256,1
U00116,45,56.83771555434626,2,8,3111.64,0,1,2,Sure_Thing,1,0.4288,0.3788,1
U00117,15,98.72257037605215,0,4,1514.53,0,1,0,Persuadable,1,0.7918,0.3918,0
U00118,12,30.63434143660054,2,1,380.35,0,0,0,Sleeping_Dog,1,0.3736,0.6736,1
U00119,2,111.07096114184915,0,2,137.75,1,1,2,Lost_Cause,0,0.8953,0.8953,1
U00120,66,78.2547082488788,2,4,5173.04,0,0,2,Sure_Thing,1,0.0617,0.0117,0
U00121,45,75.33069168224236,1,8,4118.43,0,1,2,Sure_Thing,0,0.2247,0.2247,0
U00122,14,74.84220258490673,0,3,864.7,0,0,2,Persuadable,0,0.6742,0.6742,1
U00123,31,54.9603494443636,2,6,2214.34,0,0,2,Sure_Thing,1,0.3814,0.3314,0
U00124,38,65.46542871580309,1,6,2953.84,1,1,2,Sure_Thing,1,0.1867,0.1367,0
U00125,16,31.90367619828089,1,1,525.63,0,0,0,Sleeping_Dog,1,0.4765,0.7765,1
U00126,59,48.142313236949086,2,7,3142.83,0,1,0,Sure_Thing,1,0.2145,0.1645,0
U00127,31,42.162747884881334,1,1,1351.3,1,0,2,Sleeping_Dog,1,0.0879,0.3879,1
U00128,15,35.14226732543197,1,3,578.45,0,1,1,Sleeping_Dog,1,0.118,0.418,1
U00129,12,99.96721785432902,1,4,981.26,0,0,0,Persuadable,1,0.9431,0.5431,1
U00130,19,43.026063933641396,1,2,757.27,1,0,1,Sleeping_Dog,1,0.338,0.638,1
U00131,36,54.28222958804624,1,4,2160.06,0,1,1,Sure_Thing,1,0.2108,0.1608,0
U00132,10,99.80987338391992,0,5,812.42,0,1,0,Persuadable,0,0.6529,0.6529,0
U00133,29,59.63543238227522,1,8,2158.43,0,0,0,Sure_Thing,0,0.0476,0.0476,0
U00134,9,80.60986893639735,0,4,670.9,0,1,2,Persuadable,0,0.687,0.687,1
U00135,17,65.30950829988421,0,2,998.99,0,0,2,Persuadable,0,0.8629,0.8629,1
U00136,47,49.66332298222787,2,4,2365.86,0,0,2,Sure_Thing,0,0.0819,0.0819,0
U00137,49,76.57969193696209,2,8,4029.61,0,1,0,Sure_Thing,1,0.2856,0.2356,1
U00138,17,49.7990860249352,0,1,859.53,0,0,0,Sleeping_Dog,1,0.2865,0.5865,1
U00139,70,71.47110929886554,1,6,5350.4,0,1,0,Sure_Thing,0,0.1458,0.1458,0
U00140,13,61.01636202452708,2,3,774.11,0,1,2,Sleeping_Dog,1,0.0585,0.3585,0
U00141,3,102.28196602528584,0,5,364.01,0,0,2,Persuadable,0,0.9012,0.9012,1
U00142,8,91.72579152651198,0,1,615.78,0,1,1,Lost_Cause,1,0.8354,0.8154,0
U00143,70,46.61032012036928,2,8,3816.94,0,1,2,Sure_Thing,1,0.1544,0.1044,0
U00144,40,41.704041264606204,1,2,1685.76,0,0,0,Sleeping_Dog,0,0.0512,0.0512,0
U00145,6,104.38031200511212,0,5,669.64,0,1,0,Persuadable,1,0.8259,0.4259,0
U00146,7,112.37732155013765,0,3,537.81,0,0,2,Lost_Cause,0,0.7041,0.7041,1
U00147,65,55.04320414660671,2,8,4228.25,0,0,2,Sure_Thing,0,0.0424,0.0424,0
U00148,47,59.510144015966084,2,8,3301.2,0,1,1,Sure_Thing,0,0.2462,0.2462,1
U00149,68,78.49052028554036,1,7,6817.28,0,1,1,Sure_Thing,1,0.0661,0.0161,0
U00150,19,33.32378463299318,1,3,580.1,0,1,2,Sleeping_Dog,1,0.0894,0.3894,0
U00151,42,74.20996758118285,2,8,3746.76,0,1,2,Sure_Thing,0,0.1892,0.1892,0
U00152,18,52.43379348345652,1,1,981.64,0,1,2,Sleeping_Dog,0,0.0254,0.0254,0
U00153,17,69.78517838067022,0,5,1139.23,0,1,0,Persuadable,1,0.7498,0.3498,1
U00154,1,99.79874259496657,0,2,61.63,0,1,1,Lost_Cause,1,0.7855,0.7655,1
U00155,53,57.600414895069264,2,7,3811.74,0,0,2,Sure_Thing,0,0.3585,0.3585,0
U00156,3,82.57134583664038,0,2,177.11,0,0,2,Lost_Cause,1,0.7977,0.7777,1
U00157,5,92.1961693871647,0,5,523.16,0,1,2,Persuadable,0,0.8169,0.8169,1
U00158,7,78.92030739122964,0,2,467.75,1,0,0,Lost_Cause,1,0.8747,0.8547,1
U00159,9,77.21663553768978,0,3,576.66,0,1,0,Lost_Cause,0,0.6936,0.6936,0
U00160,24,61.386914771700766,2,6,1620.99,0,1,2,Sure_Thing,1,0.1062,0.0562,0
U00161,7,94.35210159442589,0,3,512.99,1,1,2,Lost_Cause,1,0.7214,0.7014,1
U00162,39,47.97977493253567,0,2,1839.59,1,0,1,Sleeping_Dog,1,0.3469,0.6469,1
U00163,48,74.99439725153076,2,4,3953.32,0,1,2,Sure_Thing,0,0.1487,0.1487,0
U00164,5,93.34074248748061,0,3,372.85,0,0,1,Lost_Cause,0,0.8374,0.8374,1
U00165,40,40.618494027019665,2,3,1511.45,0,1,2,Sleeping_Dog,1,0.1353,0.4353,1
U00166,37,52.312535541569034,2,6,2393.11,1,1,2,Sure_Thing,0,0.292,0.292,1
U00167,6,75.20558510342241,0,3,399.66,0,1,2,Lost_Cause,0,0.7974,0.7974,0
U00168,59,68.11311886045743,1,4,4574.33,0,1,2,Sure_Thing,1,0.2064,0.1564,0
U00169,35,64.2156486120765,1,2,2432.53,0,1,1,Sleeping_Dog,1,0.1527,0.4527,0
U00170,28,39.69044893222043,0,1,1147.07,0,0,2,Sleeping_Dog,0,0.2434,0.2434,1
U00171,41,47.92014371598509,2,4,2388.35,0,1,1,Sure_Thing,1,0.2573,0.2073,0
U00172,6,84.94419538453225,0,1,441.34,0,1,2,Lost_Cause,0,0.7377,0.7377,1
U00173,61,57.81605144560859,1,6,4198.53,0,1,1,Sure_Thing,0,0.1978,0.1978,0
U00174,7,98.68885597325762,0,2,449.22,0,0,1,Lost_Cause,0,0.9189,0.9189,1
U00175,58,70.10675508635235,1,5,4615.47,0,0,2,Sure_Thing,1,0.1896,0.1396,0
U00176,50,73.50662475946177,1,6,4558.45,0,1,1,Sure_Thing,0,0.1842,0.1842,0
U00177,17,70.01694595274519,0,3,1050.21,0,0,1,Persuadable,1,0.6022,0.2022,0
U00178,2,108.17540600569498,0,3,152.63,1,0,0,Lost_Cause,0,0.7159,0.7159,1
U00179,14,78.13600280740133,0,2,1041.61,0,1,0,Persuadable,1,0.9276,0.5276,1
U00180,69,69.01005640398333,2,5,5983.86,0,0,1,Sure_Thing,0,0.0497,0.0497,0
U00181,26,52.85947867824844,1,8,1682.76,0,1,1,Sure_Thing,1,0.1028,0.0528,0
U00182,13,34.24952169267402,2,2,417.82,0,0,0,Sleeping_Dog,0,0.4215,0.4215,0
U00183,61,78.45662386319427,2,7,6009.42,0,1,0,Sure_Thing,1,0.3781,0.3281,0
U00184,63,78.36656432833766,1,4,6187.16,0,0,0,Sure_Thing,1,0.2241,0.1741,0
U00185,46,55.60834147987316,1,7,3267.55,0,1,1,Sure_Thing,1,0.1485,0.0985,0
U00186,60,66.49361987372725,1,7,4735.88,0,1,2,Sure_Thing,1,0.1811,0.1311,0
U00187,12,82.19598089716945,0,2,823.29,0,1,1,Persuadable,1,0.5912,0.1912,0
U00188,47,64.18161730602532,1,1,2977.04,1,1,2,Sleeping_Dog,1,0.1365,0.4365,1
U00189,45,48.09931895169544,1,7,2492.15,0,1,2,Sure_Thing,0,0.379,0.379,0
U00190,23,49.24010393071589,1,3,1217.24,0,1,0,Sleeping_Dog,1,0.0344,0.3344,1
U00191,5,78.86778239150269,0,1,269.94,0,0,0,Lost_Cause,0,0.7199,0.7199,1
U00192,8,93.88993995780635,0,3,514.34,0,1,0,Lost_Cause,0,0.7208,0.7208,1
U00193,30,66.33294191438421,2,8,2023.25,0,1,0,Sure_Thing,0,0.1844,0.1844,0
U00194,15,71.45951401746956,0,4,1076.65,0,1,2,Persuadable,0,0.6372,0.6372,0
U00195,39,41.23489659743142,1,2,1533.15,0,0,1,Sleeping_Dog,1,0.1138,0.4138,0
U00196,45,59.45677026399709,0,2,2631.35,0,0,1,Sleeping_Dog,1,0.2163,0.5163,0
U00197,5,77.72149256366679,0,2,274.98,0,0,0,Lost_Cause,1,0.8382,0.8182,1
U00198,64,49.17661477992472,2,8,4011.33,0,1,1,Sure_Thing,0,0.11,0.11,0
U00199,40,63.20302542081538,1,6,2999.19,0,1,1,Sure_Thing,1,0.1294,0.0794,0
U00200,28,70.98224027027847,2,8,2430.1,0,1,1,Sure_Thing,1,0.2486,0.1986,0
U00201,7,108.84976897873139,1,4,637.53,0,0,0,Persuadable,1,0.9323,0.5323,1
U00202,16,42.43493909829229,1,1,706.05,0,1,0,Sleeping_Dog,0,0.246,0.246,1
U00203,31,47.99081794567784,1,2,1440.82,0,0,1,Sleeping_Dog,0,0.0926,0.0926,1
U00204,51,73.62482867887144,2,5,3986.78,0,0,1,Sure_Thing,0,0.2773,0.2773,0
U00205,41,37.3471316011818,2,3,1431.97,0,1,0,Sleeping_Dog,1,0.253,0.553,1
U00206,11,93.31219730236826,0,3,886.45,0,1,2,Lost_Cause,0,0.8528,0.8528,1
U00207,59,51.67394312822311,2,8,3199.62,0,1,1,Sure_Thing,0,0.0507,0.0507,0
U00208,40,45.05499562338892,1,3,1828.67,0,1,1,Sleeping_Dog,1,0.0367,0.3367,0
U00209,36,58.19236161112855,0,3,2163.16,1,0,1,Sleeping_Dog,1,0.1028,0.4028,1
U00210,41,57.2357925304608,2,5,2845.51,0,0,2,Sure_Thing,0,0.3778,0.3778,1
U00211,11,98.12159301917295,0,5,1244.25,1,0,0,Persuadable,1,0.4255,0.0255,0
U00212,5,108.19758372849773,0,2,421.59,0,1,0,Lost_Cause,1,0.7945,0.7745,1
U00213,37,48.65693515331489,1,2,1943.85,0,1,1,Sleeping_Dog,1,0.3166,0.6166,0
U00214,15,57.188747853409836,1,3,842.85,0,0,1,Sleeping_Dog,1,0.0903,0.3903,0
U00215,9,93.0684676739418,0,2,804.23,1,1,2,Persuadable,1,0.5891,0.1891,1
U00216,34,39.0222470871397,2,3,1441.46,0,0,1,Sleeping_Dog,1,0.143,0.443,0
U00217,13,66.410420098649,0,5,1028.73,0,1,1,Persuadable,0,0.4998,0.4998,1
U00218,41,79.66382754382013,2,7,3549.53,0,1,1,Sure_Thing,0,0.0906,0.0906,0
U00219,30,38.341802371979895,2,1,1156.64,0,1,1,Sleeping_Dog,0,0.1896,0.1896,0
U00220,61,61.757319119357845,2,4,4584.04,1,0,1,Sure_Thing,1,0.3252,0.2752,0
U00221,5,96.60794244862694,0,5,393.78,0,1,2,Persuadable,1,0.6608,0.2608,0
U00222,11,86.20948073472807,1,5,1090.9,0,0,1,Persuadable,0,0.6017,0.6017,1
U00223,5,100.98171834414643,0,2,310.95,0,1,0,Lost_Cause,0,0.8698,0.8698,1
U00224,57,84.99396977945601,1,4,6182.69,0,0,2,Sure_Thing,0,0.2045,0.2045,1
U00225,51,77.37478177747784,1,8,4089.8,1,1,0,Sure_Thing,0,0.363,0.363,0
U00226,8,70.20225247751804,0,4,588.48,0,0,1,Persuadable,1,0.7199,0.3199,0
U00227,30,47.810983931098605,0,1,1418.39,0,0,1,Sleeping_Dog,1,0.1604,0.4604,0
U00228,27,41.075910178671016,1,1,1158.63,0,0,0,Sleeping_Dog,1,0.145,0.445,0
U00229,4,105.51405078085209,0,4,446.58,0,0,2,Persuadable,1,0.6694,0.2694,0
U00230,50,70.28489713796093,2,4,4389.51,0,0,2,Sure_Thing,0,0.0568,0.0568,0
U00231,8,92.62412456236699,0,2,542.49,0,1,0,Lost_Cause,1,0.9691,0.9491,1
U00232,4,77.32951323281101,0,2,240.04,0,0,1,Lost_Cause,0,0.8973,0.8973,1
U00233,2,108.5966610760012,0,4,198.79,0,1,2,Persuadable,1,0.7828,0.3828,1
U00234,43,58.83637335686325,1,3,2553.78,0,1,0,Sleeping_Dog,0,0.0437,0.0437,0
U00235,4,89.87347138265677,0,1,231.36,0,0,1,Lost_Cause,1,0.9125,0.8925,0
U00236,44,45.99268845780597,2,8,2544.8,0,0,1,Sure_Thing,0,0.1256,0.1256,0
U00237,41,46.03584280997941,1,4,1917.44,0,0,1,Sure_Thing,1,0.0504,0.01,0
U00238,56,81.50397382365563,2,5,5480.47,0,0,0,Sure_Thing,0,0.1575,0.1575,0
U00239,66,77.74372921492431,2,7,5605.74,1,1,0,Sure_Thing,1,0.1519,0.1019,0
U00240,9,93.7718660244249,0,5,880.98,0,1,1,Persuadable,0,0.8279,0.8279,1
U00241,1,107.33431289992296,0,1,88.44,1,1,2,Lost_Cause,0,0.7838,0.7838,1
U00242,33,76.60525494904434,1,5,3137.12,0,1,1,Sure_Thing,1,0.2217,0.1717,0
U00243,7,93.74407240486039,0,1,568.31,1,1,0,Lost_Cause,1,0.8625,0.8425,1
U00244,33,84.78257026738099,2,7,3425.32,1,0,0,Sure_Thing,0,0.1273,0.1273,0
U00245,59,49.51362178067538,2,7,3298.0,0,1,0,Sure_Thing,1,0.2128,0.1628,0
U00246,28,48.43860081176447,0,3,1390.96,0,0,2,Sleeping_Dog,1,0.1037,0.4037,0
U00247,53,52.88970664668067,1,7,3612.31,0,1,0,Sure_Thing,1,0.065,0.015,0
U00248,7,111.33640429074278,0,1,608.47,0,0,2,Lost_Cause,0,0.8847,0.8847,1
U00249,63,73.1670222477876,1,4,4894.24,0,0,1,Sure_Thing,1,0.0581,0.01,0
U00250,32,32.43917438555419,0,3,1068.87,0,1,2,Sleeping_Dog,1,0.1926,0.4926,1
U00251,5,90.30916765271085,0,2,312.93,0,0,1,Lost_Cause,1,0.8737,0.8537,1
U00252,44,63.91387517288049,2,2,2698.68,0,1,1,Sleeping_Dog,0,0.2914,0.2914,0
U00253,6,76.24272520977826,0,1,307.51,0,1,1,Lost_Cause,1,0.9713,0.9513,1
U00254,16,75.8607366726875,0,4,1405.15,0,1,0,Persuadable,0,0.8156,0.8156,0
U00255,17,100.78795320714579,0,4,1972.63,0,0,2,Persuadable,0,0.4672,0.4672,0
U00256,1,67.62238857022585,1,2,69.16,0,0,2,Persuadable,0,0.5154,0.5154,1
U00257,31,40.94593906659401,1,1,1204.52,1,0,1,Sleeping_Dog,0,0.2014,0.2014,1
U00258,41,56.30669442164636,2,5,2944.19,0,0,2,Sure_Thing,1,0.1666,0.1166,0
U00259,29,57.57736423245622,2,5,1704.86,1,0,2,Sure_Thing,1,0.1757,0.1257,0
U00260,40,46.99241740989322,1,3,1914.5,0,0,1,Sleeping_Dog,1,0.1921,0.4921,0
U00261,71,47.85033330592911,2,4,4020.78,0,0,0,Sure_Thing,1,0.3296,0.2796,0
U00262,35,39.95791859098554,0,3,1392.96,0,0,0,Sleeping_Dog,1,0.2287,0.5287,1
U00263,10,84.3579158799941,1,3,820.49,0,0,2,Persuadable,1,0.5062,0.1062,0
U00264,1,76.6234284853878,0,2,65.12,0,1,0,Lost_Cause,1,0.5384,0.5184,0
U00265,13,67.53110124418276,0,2,784.52,0,0,2,Persuadable,0,0.7952,0.7952,1
U00266,9,91.06084118157722,0,5,883.17,0,1,2,Persuadable,0,0.6456,0.6456,1
U00267,71,77.41036522069147,2,7,6714.51,0,0,2,Sure_Thing,1,0.1305,0.0805,0
U00268,10,99.6501616228325,0,3,804.2,0,0,2,Lost_Cause,1,0.7856,0.7656,0
U00269,15,52.77897826712648,0,1,853.85,0,1,2,Sleeping_Dog,0,0.0342,0.0342,0
U00270,36,79.15463974100814,1,4,3594.63,0,1,1,Sure_Thing,1,0.0761,0.0261,0
U00271,28,76.69563101435254,1,4,2414.84,0,1,0,Sure_Thing,0,0.512,0.512,1
U00272,15,71.68849470100483,0,5,1161.91,0,1,1,Persuadable,1,0.5568,0.1568,0
U00273,14,94.87062307736498,0,2,1218.04,0,0,0,Persuadable,0,0.9483,0.9483,1
