user_id,tenure,monthly_charges,contract_type,service_count,clv_proxy,senior_citizen,has_partner,digital_engagement,segment_true,treated,base_churn_prob,final_churn_prob,churned,week
U00061,27,59.45514656490073,1,1,1665.75,0,0,2,Sleeping_Dog,1,0.3896,0.6896,1,1
U00062,15,67.30207493241815,1,2,1209.43,0,0,0,Persuadable,1,0.7231,0.3231,1,1
U00063,5,113.58488462419666,0,3,491.42,0,1,0,Lost_Cause,0,0.6456,0.6456,1,1
U00064,14,79.1984553606202,1,2,1229.16,0,0,0,Persuadable,1,0.5543,0.1543,0,1
U00065,5,78.10572217210341,1,5,403.32,0,0,2,Persuadable,1,0.5924,0.1924,0,1
U00066,7,75.52315944692857,0,3,412.32,0,0,0,Lost_Cause,0,0.9209,0.9209,1,1
U00067,36,64.29646904078825,2,7,2573.44,0,1,2,Sure_Thing,0,0.2766,0.2766,1,1
U00068,11,83.70188790123608,0,4,1093.92,1,1,0,Persuadable,0,0.5966,0.5966,0,1
U00069,17,78.43682811810086,0,3,1165.34,0,0,2,Persuadable,1,0.7904,0.3904,0,1
U00070,64,47.24031539498804,2,7,3603.47,0,1,0,Sure_Thing,1,0.1659,0.1159,0,1
U00071,8,112.82173568654562,0,3,684.6,1,1,1,Lost_Cause,0,0.8569,0.8569,1,1
U00072,56,49.25954641679236,2,4,3105.77,0,1,0,Sure_Thing,0,0.124,0.124,0,1
U00073,52,66.31030004932785,2,7,3910.46,0,1,1,Sure_Thing,1,0.0627,0.0127,0,1
U00074,54,65.26020374728287,1,7,4321.54,0,1,0,Sure_Thing,1,0.1291,0.0791,0,1
U00075,3,100.49451732523549,0,2,270.42,0,1,2,Persuadable,0,0.3006,0.3006,0,1
U00076,15,72.80014621348707,0,3,1253.22,1,1,2,Persuadable,0,0.6933,0.6933,1,1
U00077,45,53.761985385186804,2,4,2878.23,0,1,1,Sure_Thing,0,0.183,0.183,1,1
U00078,14,108.17758433353652,1,4,1672.5,0,1,2,Persuadable,0,0.803,0.803,1,1
U00079,30,69.9632774704942,2,5,2145.59,0,0,2,Sure_Thing,0,0.1644,0.1644,0,1
U00080,4,109.64871967549855,0,3,340.43,0,1,2,Lost_Cause,1,0.8749,0.8549,1,1
U00081,21,35.06368954119832,1,1,725.54,0,0,0,Sleeping_Dog,0,0.1849,0.1849,0,1
U00082,12,67.45536709067663,1,5,774.95,0,1,0,Persuadable,1,0.5838,0.1838,0,1
U00083,32,46.88681548817326,2,7,1890.69,0,0,1,Sure_Thing,1,0.0372,0.01,0,1
U00084,15,59.16132947253847,1,2,937.96,0,0,1,Sleeping_Dog,0,0.1423,0.1423,0,1
U00085,13,101.33907488913803,0,2,1549.42,1,0,0,Persuadable,1,0.7069,0.3069,1,1
U00086,5,107.30292712692669,0,5,532.06,0,1,1,Persuadable,0,0.8685,0.8685,1,1
U00087,41,46.45131938143635,1,3,2044.47,0,1,2,Sleeping_Dog,0,0.2912,0.2912,1,1
U00088,13,75.07556577082849,0,4,1144.63,1,0,2,Persuadable,0,0.6229,0.6229,1,1
U00089,58,70.96616887802733,1,5,4361.7,1,0,0,Sure_Thing,0,0.2623,0.2623,0,1
U00090,17,54.77672397943872,0,1,937.93,0,0,0,Sleeping_Dog,0,0.211,0.211,1,1
U00091,10,98.42708543333401,0,2,792.45,0,0,1,Lost_Cause,0,0.9552,0.9552,1,1
U00092,24,62.21134300416033,1,2,1539.17,0,0,0,Sleeping_Dog,0,0.075,0.075,0,1
U00093,70,61.06265695693642,1,7,4989.51,0,1,2,Sure_Thing,0,0.1006,0.1006,0,1
U00094,55,82.36584877730326,2,4,5654.1,0,1,0,Sure_Thing,0,0.2831,0.2831,1,1
U00095,33,62.60061222650815,1,6,2643.86,0,1,1,Sure_Thing,1,0.3933,0.3433,0,1
U00096,71,62.79516864915223,2,4,5258.88,0,0,1,Sure_Thing,1,0.0211,0.01,0,1
U00097,2,94.40488231783925,0,3,159.73,0,0,2,Persuadable,1,0.5611,0.1611,0,1
U00098,14,92.2375809455678,1,2,1175.58,0,1,1,Persuadable,1,0.845,0.445,0,1
U00099,65,69.76778127439135,1,4,5308.07,0,1,0,Sure_Thing,0,0.0945,0.0945,0,1
U00100,4,97.78247639009672,0,2,281.9,0,0,1,Lost_Cause,0,0.9326,0.9326,1,1
U00101,68,81.05854244637074,1,7,5885.2,0,1,1,Sure_Thing,0,0.1277,0.1277,0,1
U00102,51,53.737303113416544,2,6,2851.54,0,1,1,Sure_Thing,1,0.0528,0.01,0,1
U00103,42,53.892506055468665,1,2,2124.1,0,1,1,Sleeping_Dog,1,0.1294,0.4294,0,1
U00104,14,57.136852698377055,0,3,869.52,0,0,2,Sleeping_Dog,0,0.1897,0.1897,0,1
U00105,46,82.69484725769708,1,8,4297.72,0,1,1,Sure_Thing,0,0.2929,0.2929,0,1
U00106,6,95.98138307840559,0,1,363.37,0,1,0,Lost_Cause,0,0.7957,0.7957,1,1
U00107,1,92.9063017161671,0,5,105.83,1,0,0,Persuadable,0,0.62,0.62,0,1
U00108,38,39.91866684824773,1,1,1640.73,0,1,2,Sleeping_Dog,0,0.131,0.131,0,1
U00109,7,106.88879499617065,1,2,634.98,0,1,0,Persuadable,0,0.6198,0.6198,1,1
U00110,43,31.189033944273532,1,3,1442.31,0,0,0,Sleeping_Dog,1,0.5195,0.8195,1,1
U00111,21,42.68978403653098,1,1,901.25,1,1,1,Sleeping_Dog,1,0.095,0.395,1,1
U00112,61,62.385676886972675,1,7,4863.06,0,0,0,Sure_Thing,1,0.2786,0.2286,0,1
U00113,13,41.48014192938477,1,1,553.84,0,0,0,Sleeping_Dog,0,0.1669,0.1669,0,1
U00114,4,103.66593570598486,0,2,294.06,0,0,0,Lost_Cause,1,0.8757,0.8557,1,1
U00115,17,43.812574607059254,0,2,758.25,0,1,1,Sleeping_Dog,0,0.2893,0.2893,0,1
U00116,19,48.117826499609535,2,1,966.13,0,1,0,Sleeping_Dog,0,0.246,0.246,0,1
U00117,35,65.71635353550187,1,6,2890.63,0,1,1,Sure_Thing,0,0.2742,0.2742,1,1
U00118,69,56.4018064334996,1,4,4162.36,0,1,2,Sure_Thing,1,0.2529,0.2029,0,1
U00119,29,69.49778357068408,2,6,2407.29,0,0,0,Sure_Thing,0,0.2953,0.2953,0,1
U00120,1,82.36848473651617,1,2,81.51,0,1,1,Persuadable,0,0.8401,0.8401,1,1
U00121,4,93.25454335917254,0,4,407.27,0,0,1,Persuadable,0,0.6098,0.6098,1,1
U00122,35,76.7804894282595,1,5,3486.0,0,0,0,Sure_Thing,1,0.1995,0.1495,0,1
U00123,16,79.86234642999689,0,3,1353.07,0,0,2,Persuadable,0,0.7017,0.7017,1,1
U00124,29,76.33617254117284,1,8,2519.16,0,1,0,Sure_Thing,0,0.3638,0.3638,1,1
U00125,7,83.50855717056947,0,3,489.45,0,0,0,Persuadable,1,0.5771,0.1771,1,1
U00126,17,109.28997816178435,0,2,2110.53,0,0,1,Persuadable,0,0.4089,0.4089,0,1
U00127,16,94.34662822218567,1,2,1385.32,0,1,2,Persuadable,0,0.7441,0.7441,1,1
U00128,22,48.30922159113974,2,2,1109.9,0,0,1,Sleeping_Dog,0,0.0971,0.0971,0,1
U00129,19,31.70907455294061,0,2,660.79,0,1,1,Sleeping_Dog,0,0.4365,0.4365,1,1
U00130,10,76.66337653777298,0,3,579.05,0,1,2,Lost_Cause,1,0.9437,0.9237,1,1
U00131,29,78.4013497896638,1,4,2386.54,0,1,1,Sure_Thing,0,0.0596,0.0596,0,1
U00132,30,62.292057444084364,1,3,1686.13,0,1,0,Sleeping_Dog,0,0.4342,0.4342,0,1
U00133,46,55.32397793611713,0,3,2636.28,0,0,0,Sleeping_Dog,0,0.1999,0.1999,1,1
U00134,11,110.56519571416578,0,1,953.6,0,1,2,Lost_Cause,1,0.9171,0.8971,1,1
U00135,39,47.50243616312025,2,5,1854.19,0,0,1,Sure_Thing,1,0.1944,0.1444,0,1
U00136,12,76.50409773975153,0,2,970.4,0,1,0,Persuadable,1,0.6906,0.2906,0,1
U00137,50,58.30212823072628,2,5,3267.68,1,1,0,Sure_Thing,1,0.056,0.01,0,1
U00138,38,64.74505765942277,2,8,2680.88,0,0,2,Sure_Thing,1,0.2738,0.2238,0,1
U00139,54,84.46070622854594,1,6,4622.85,0,1,2,Sure_Thing,1,0.3071,0.2571,0,1
U00140,14,88.8984214955245,0,2,1363.03,0,1,1,Persuadable,1,0.868,0.468,0,1
U00141,41,46.791880972676076,1,4,2175.17,0,0,1,Sure_Thing,0,0.1055,0.1055,0,1
U00142,24,60.64874372501385,1,8,1522.75,1,0,2,Sure_Thing,1,0.1466,0.0966,0,1
U00143,50,45.4567818944908,2,4,2400.42,0,1,2,Sure_Thing,0,0.403,0.403,0,1
U00144,12,73.9539692040176,0,3,788.39,1,1,0,Persuadable,1,0.9618,0.5618,1,1
U00145,44,50.35474828108708,1,3,2260.15,0,0,0,Sleeping_Dog,0,0.1672,0.1672,1,1
U00146,65,75.72081992620215,1,7,5373.63,1,0,2,Sure_Thing,0,0.107,0.107,0,1
U00147,4,97.94489491717732,0,2,334.3,0,1,0,Lost_Cause,0,0.7541,0.7541,1,1
U00148,8,106.44272498297391,0,4,741.77,0,1,2,Persuadable,1,0.9398,0.5398,0,1
U00149,58,45.77151399512053,1,8,3138.03,0,0,0,Sure_Thing,1,0.2077,0.1577,0,1
U00150,7,73.90067486476347,1,3,576.41,0,1,0,Persuadable,0,0.8057,0.8057,1,1
U00151,55,79.25027094291124,2,7,4570.14,0,0,1,Sure_Thing,1,0.31,0.26,1,1
U00152,1,103.4867848688498,0,2,108.78,0,1,2,Persuadable,0,0.7252,0.7252,0,1
U00153,40,57.00119821858182,1,6,2550.68,0,1,2,Sure_Thing,1,0.06,0.01,0,1
U00154,69,64.68458499436767,2,7,5004.75,0,0,2,Sure_Thing,1,0.1717,0.1217,0,1
U00155,7,81.44566737600182,0,1,511.81,0,1,0,Lost_Cause,0,0.7674,0.7674,1,1
U00156,9,85.04971106529786,0,5,902.39,0,0,0,Persuadable,1,0.6147,0.2147,1,1
U00157,54,68.95402242231144,2,4,4311.24,0,0,0,Sure_Thing,1,0.0206,0.01,0,1
U00158,59,82.86667320419606,2,4,6274.86,0,1,2,Sure_Thing,0,0.1963,0.1963,0,1
U00159,53,67.62577062163368,2,8,4482.81,0,1,2,Sure_Thing,0,0.2206,0.2206,0,1
U00160,27,33.745296006804544,2,2,970.89,0,0,2,Sleeping_Dog,0,0.0759,0.0759,0,1
U00161,11,114.47532862849518,0,3,810.02,1,0,1,Lost_Cause,1,0.9287,0.9087,1,1
U00162,9,105.69738157487788,0,2,851.06,0,1,2,Lost_Cause,0,0.8103,0.8103,0,1
U00163,13,47.9942504418501,2,1,656.46,0,1,0,Sleeping_Dog,0,0.3369,0.3369,0,1
U00164,37,60.39681622514928,2,3,2021.89,0,1,0,Sleeping_Dog,1,0.1288,0.4288,0,1
U00165,47,49.98094829807984,2,3,2208.57,0,0,0,Sleeping_Dog,0,0.0879,0.0879,0,1
U00166,17,81.02037668704898,0,2,1216.08,0,1,0,Persuadable,0,0.7463,0.7463,1,1
U00167,60,82.18741398156746,2,7,5527.95,0,0,2,Sure_Thing,0,0.1559,0.1559,0,1
U00168,15,100.04309988303257,0,3,1627.62,0,1,1,Persuadable,1,0.7553,0.3553,0,1
U00169,4,99.52872622480396,0,5,444.97,0,0,1,Persuadable,1,0.2248,0.01,0,1
U00170,17,37.77560077584347,2,1,580.25,0,0,0,Sleeping_Dog,0,0.0988,0.0988,0,1
U00171,52,52.849301447109944,1,6,3052.02,0,0,0,Sure_Thing,1,0.0619,0.0119,0,1
U00172,4,80.57324712991489,0,5,347.53,0,1,2,Persuadable,1,0.5738,0.1738,0,1
U00173,48,78.04907091309826,2,7,3982.48,0,0,1,Sure_Thing,0,0.0243,0.0243,0,1
U00174,35,73.96908738431713,2,8,2692.5,0,0,2,Sure_Thing,1,0.2194,0.1694,0,1
U00175,48,55.61399284564756,2,7,3072.42,0,0,2,Sure_Thing,0,0.1034,0.1034,0,1
U00176,3,88.18460806274773,0,1,176.77,0,0,0,Lost_Cause,1,0.7839,0.7639,0,1
U00177,51,63.531368555068596,2,6,3959.58,0,0,1,Sure_Thing,0,0.1698,0.1698,0,1
U00178,12,85.96533854506963,0,4,976.34,0,0,1,Persuadable,0,0.7754,0.7754,1,1
U00179,26,83.65078848229976,2,6,2243.05,0,1,1,Sure_Thing,0,0.1433,0.1433,0,1
U00180,33,45.638830039951486,2,5,1788.56,0,1,1,Sure_Thing,1,0.0654,0.0154,0,1
U00181,5,112.08360467520684,0,2,447.35,1,1,0,Lost_Cause,1,0.881,0.861,1,1
U00182,10,91.87703544166557,0,1,717.82,0,0,1,Lost_Cause,1,0.6515,0.6315,1,1
U00183,5,68.04335972363829,1,4,305.97,0,1,1,Persuadable,1,0.7205,0.3205,0,1
U00184,7,77.3331226136333,0,3,358.85,0,0,2,Lost_Cause,0,0.7568,0.7568,1,1
U00185,43,37.64686344478074,2,3,1504.52,1,1,0,Sleeping_Dog,1,0.1291,0.4291,1,1
U00186,15,61.85781098005246,1,2,982.71,0,0,2,Sleeping_Dog,0,0.5217,0.5217,1,1
U00187,10,101.97689496656217,0,3,1160.89,0,1,2,Persuadable,1,0.7314,0.3314,1,1
U00188,70,64.4047236044845,2,5,4837.42,0,0,2,Sure_Thing,1,0.0525,0.01,0,1
U00189,50,70.3450575471523,1,7,4446.74,0,1,1,Sure_Thing,0,0.0495,0.0495,0,1
U00190,1,91.97848601902272,1,3,79.37,0,1,0,Persuadable,1,0.813,0.413,1,1
U00191,54,68.18573845673416,2,4,4160.01,0,0,2,Sure_Thing,1,0.1808,0.1308,0,1
U00192,1,105.34294444081637,0,2,89.19,0,1,2,Persuadable,1,0.6819,0.2819,0,1
U00193,13,74.74856238030212,0,4,977.73,0,0,1,Persuadable,0,0.8007,0.8007,1,1
U00194,45,43.58584726778962,2,1,1981.45,0,1,1,Sleeping_Dog,0,0.4365,0.4365,1,1
U00195,4,92.04835045812615,0,2,315.72,0,0,0,Lost_Cause,1,0.9105,0.8905,0,1
U00196,67,57.571933082392256,2,4,4372.55,0,1,1,Sure_Thing,1,0.1638,0.1138,0,1
U00197,47,62.58486390348452,1,6,3300.39,0,0,1,Sure_Thing,0,0.2081,0.2081,1,1
U00198,25,35.98822043405539,0,3,964.78,0,1,2,Sleeping_Dog,1,0.1099,0.4099,0,1
U00199,33,69.0892218752181,2,6,2892.21,0,0,0,Sure_Thing,1,0.3684,0.3184,0,1
U00200,20,36.68392524769896,1,3,690.17,0,1,2,Sleeping_Dog,0,0.0607,0.0607,0,1
U00201,44,67.36183654106937,1,7,3425.61,0,0,0,Sure_Thing,0,0.4645,0.4645,0,1
U00202,11,85.58451324556522,0,1,727.39,0,0,2,Lost_Cause,1,0.941,0.921,1,1
U00203,8,99.3088547301937,1,3,733.39,0,1,1,Persuadable,0,0.8776,0.8776,1,1
U00204,34,74.86362845649562,2,4,2628.51,1,0,2,Sure_Thing,1,0.1162,0.0662,0,1
U00205,6,91.98420856655923,0,3,457.8,0,1,0,Lost_Cause,0,0.8754,0.8754,1,1
U00206,34,71.68124744521421,2,7,2711.69,0,1,0,Sure_Thing,0,0.3964,0.3964,0,1
U00207,64,49.144468406892926,1,5,3674.47,0,0,2,Sure_Thing,1,0.3162,0.2662,0,1
U00208,32,64.51292679244332,0,3,2178.37,0,1,2,Sleeping_Dog,0,0.199,0.199,1,1
U00209,3,71.7613157862508,0,3,224.33,0,0,1,Persuadable,0,0.8352,0.8352,1,1
U00210,11,86.62359701524232,0,5,971.25,0,1,2,Persuadable,0,0.7739,0.7739,1,1
U00211,4,109.34918035349952,0,3,508.45,0,1,2,Persuadable,0,0.6198,0.6198,1,1
U00212,2,76.79054444897506,0,4,157.27,0,0,1,Persuadable,0,0.4927,0.4927,0,1
U00213,39,52.376678417933554,0,1,1906.94,0,1,2,Sleeping_Dog,0,0.2786,0.2786,0,1
U00214,24,31.30369118399232,0,2,810.64,0,0,2,Sleeping_Dog,1,0.3109,0.6109,1,1
U00215,3,66.11371963562063,0,2,231.84,0,1,2,Persuadable,1,0.8848,0.4848,1,1
U00216,25,49.14746893123098,1,3,1206.64,0,0,2,Sleeping_Dog,1,0.3769,0.6769,0,1
U00217,23,35.965864351326786,1,2,763.65,0,0,0,Sleeping_Dog,1,0.1511,0.4511,0,1
U00218,17,72.82249431720415,0,5,1111.54,0,1,0,Persuadable,0,0.9059,0.9059,1,1
U00219,1,107.79947650336248,0,1,78.42,0,0,2,Lost_Cause,0,0.6569,0.6569,1,1
U00220,58,63.72849432568538,2,4,3741.62,0,0,2,Sure_Thing,1,0.0863,0.0363,0,1
U00221,55,48.31296525915157,2,8,3250.47,0,0,1,Sure_Thing,1,0.2502,0.2002,0,1
U00222,51,66.82753287390506,2,7,3970.23,0,1,0,Sure_Thing,1,0.1358,0.0858,1,1
U00223,28,55.946787764064624,1,3,1685.2,1,0,0,Sleeping_Dog,1,0.2524,0.5524,0,1
U00224,39,50.73107733003971,2,2,1967.79,0,1,1,Sleeping_Dog,1,0.1827,0.4827,0,1
U00225,9,73.47358492283594,0,3,626.91,0,1,0,Persuadable,1,0.6612,0.2612,1,1
U00226,9,74.20596293350904,0,3,780.26,0,1,0,Persuadable,1,0.9596,0.5596,0,1
U00227,48,61.10726910351233,1,8,3063.35,0,0,2,Sure_Thing,0,0.1083,0.1083,0,1
U00228,14,38.25229761501592,1,3,544.67,0,1,0,Sleeping_Dog,0,0.1262,0.1262,1,1
U00229,12,96.67109763100112,0,4,1235.81,0,1,0,Persuadable,0,0.5273,0.5273,0,1
U00230,26,39.90945403765428,2,3,1041.06,0,0,1,Sleeping_Dog,0,0.1249,0.1249,0,1
U00231,5,92.19655349680593,0,5,475.51,0,1,1,Persuadable,1,0.6402,0.2402,0,1
U00232,31,65.1829204238862,2,6,2440.17,0,0,2,Sure_Thing,1,0.0903,0.0403,0,1
U00233,71,80.0754369467513,2,4,5721.53,0,1,1,Sure_Thing,1,0.1563,0.1063,0,1
U00234,26,55.185362291721304,2,3,1413.38,0,0,1,Sleeping_Dog,0,0.3238,0.3238,1,1
U00235,45,31.44072347923803,2,1,1319.53,0,1,0,Sleeping_Dog,1,0.1238,0.4238,0,1
U00236,47,52.92661197602415,1,2,2285.0,0,0,1,Sleeping_Dog,1,0.1148,0.4148,1,1
U00237,45,42.91243648992127,2,3,2065.74,0,0,1,Sleeping_Dog,0,0.1837,0.1837,0,1
U00238,5,100.55136238104355,0,3,532.33,1,0,2,Persuadable,0,0.564,0.564,0,1
U00239,4,73.20266325550817,0,2,275.21,1,0,2,Persuadable,1,0.7046,0.3046,0,1
U00240,45,62.282344679277614,2,5,3318.02,0,0,2,Sure_Thing,1,0.2229,0.1729,1,1
U00241,56,60.93987861654716,1,8,3542.52,0,1,2,Sure_Thing,0,0.4892,0.4892,1,1
U00242,45,51.15628186105802,2,4,2412.16,0,1,2,Sure_Thing,1,0.0874,0.0374,0,1
U00243,11,106.73670470416806,0,4,972.14,0,1,1,Persuadable,0,0.8149,0.8149,1,1
U00244,13,64.82906079461762,1,3,885.84,0,0,0,Sleeping_Dog,0,0.2978,0.2978,0,1
U00245,10,105.60971537301597,0,5,977.16,1,0,0,Persuadable,0,0.7947,0.7947,1,1
U00246,27,40.582648240264774,2,1,1185.42,0,1,2,Sleeping_Dog,1,0.2787,0.5787,1,1
U00247,65,70.59923143108456,2,6,4834.57,0,0,1,Sure_Thing,1,0.1886,0.1386,1,1
U00248,45,76.98235916441296,1,7,4501.08,0,0,1,Sure_Thing,1,0.509,0.459,1,1
U00249,58,83.37572103909613,2,8,5575.0,0,0,1,Sure_Thing,1,0.0747,0.0247,0,1
U00250,35,67.30694103215454,1,5,2677.94,0,1,1,Sure_Thing,1,0.1493,0.0993,0,1
U00251,11,96.07367704146424,0,3,806.41,0,1,2,Lost_Cause,1,0.8091,0.7891,1,1
U00252,32,50.590136732412354,1,8,1739.21,0,1,2,Sure_Thing,1,0.3492,0.2992,0,1
U00253,14,69.02451319266112,0,5,920.01,0,1,1,Persuadable,1,0.6397,0.2397,0,1
U00254,2,85.47468212058759,0,3,144.95,0,0,0,Lost_Cause,1,0.8023,0.7823,1,1
U00255,5,82.65812923757177,0,5,353.36,0,0,0,Persuadable,0,0.8268,0.8268,1,1
U00256,7,81.01863385725869,0,2,408.99,0,1,2,Lost_Cause,0,0.8273,0.8273,0,1
U00257,42,54.2221017629573,1,6,2790.85,1,0,2,Sure_Thing,1,0.1327,0.0827,0,1
U00258,1,114.57821326145086,0,3,87.95,0,0,1,Lost_Cause,1,0.5987,0.5787,1,1
U00259,71,63.742112597063276,2,5,5701.06,1,1,1,Sure_Thing,1,0.1014,0.0514,0,1
U00260,62,84.84741263531458,2,8,5735.42,1,1,0,Sure_Thing,0,0.0518,0.0518,0,1
U00261,19,57.79075430844278,1,1,1147.04,0,1,2,Sleeping_Dog,1,0.1836,0.4836,0,1
U00262,14,89.28838588135557,0,5,1041.18,0,1,1,Persuadable,0,0.4512,0.4512,1,1
U00263,44,68.55088369957471,1,8,3405.09,0,1,2,Sure_Thing,1,0.1538,0.1038,0,1
U00264,44,81.01401201071769,1,6,3907.96,0,0,0,Sure_Thing,1,0.222,0.172,1,1
